"Date","Price","Open","High","Low","Vol.","Change %"
"09/07/2017","3.4045","3.4273","3.4356","3.4011","","-0.62%"
"09/08/2017","3.4117","3.4038","3.4226","3.3944","","0.21%"
"09/11/2017","3.4060","3.4117","3.4150","3.3845","","-0.17%"
"09/12/2017","3.4331","3.4059","3.4450","3.4012","","0.80%"
"09/13/2017","3.4579","3.4325","3.4629","3.4215","","0.72%"
"09/14/2017","3.4331","3.4578","3.4780","3.4285","","-0.72%"
"09/15/2017","3.4376","3.4326","3.4447","3.4189","","0.13%"
"09/18/2017","3.4894","3.4398","3.5008","3.4290","","1.51%"
"09/19/2017","3.4887","3.4899","3.5074","3.4767","","-0.02%"
"09/20/2017","3.5030","3.4896","3.5198","3.4644","","0.41%"
"09/21/2017","3.5023","3.5035","3.5210","3.4935","","-0.02%"
"09/22/2017","3.4962","3.5029","3.5090","3.4775","","-0.17%"
"09/25/2017","3.5494","3.4920","3.5530","3.4920","","1.52%"
"09/26/2017","3.5424","3.5499","3.5586","3.5225","","-0.20%"
"09/27/2017","3.5774","3.5375","3.5870","3.5355","","0.99%"
"09/28/2017","3.5603","3.5789","3.5990","3.5550","","-0.48%"
"09/29/2017","3.5637","3.5580","3.5671","3.5369","","0.10%"
"10/02/2017","3.5635","3.5654","3.5882","3.5620","","-0.01%"
"10/03/2017","3.5718","3.5645","3.5960","3.5631","","0.23%"
"10/04/2017","3.5723","3.5714","3.5800","3.5575","","0.01%"
"10/05/2017","3.5836","3.5718","3.5891","3.5618","","0.32%"
"10/06/2017","3.6149","3.5831","3.6380","3.5782","","0.87%"
"10/09/2017","3.7011","3.6157","3.7704","3.6157","","2.38%"
"10/10/2017","3.7114","3.7006","3.7129","3.6585","","0.28%"
"10/11/2017","3.6484","3.7090","3.7131","3.6425","","-1.70%"
"10/12/2017","3.6540","3.6500","3.6721","3.6280","","0.15%"
"10/13/2017","3.6349","3.6543","3.6637","3.6215","","-0.52%"
"10/16/2017","3.6463","3.6303","3.6525","3.6279","","0.31%"
"10/17/2017","3.6663","3.6477","3.6919","3.6440","","0.55%"
"10/18/2017","3.6768","3.6665","3.6880","3.6602","","0.29%"
"10/19/2017","3.6456","3.6791","3.6814","3.6422","","-0.85%"
"10/20/2017","3.6714","3.6454","3.6840","3.6438","","0.71%"
"10/23/2017","3.7163","3.6709","3.7230","3.6707","","1.22%"
"10/24/2017","3.7414","3.7158","3.7593","3.7011","","0.68%"
"10/25/2017","3.7668","3.7421","3.8082","3.7167","","0.68%"
"10/26/2017","3.8203","3.7667","3.8353","3.7489","","1.42%"
"10/27/2017","3.7885","3.8198","3.8432","3.7830","","-0.83%"
"10/30/2017","3.7798","3.7910","3.7948","3.7610","","-0.23%"
"10/31/2017","3.7920","3.7793","3.8151","3.7620","","0.32%"
"11/01/2017","3.8130","3.7917","3.8340","3.7830","","0.55%"
"11/02/2017","3.7975","3.8122","3.8270","3.7894","","-0.41%"
"11/03/2017","3.8864","3.7973","3.8899","3.7944","","2.34%"
"11/06/2017","3.8280","3.8825","3.8904","3.8205","","-1.50%"
"11/07/2017","3.8844","3.8278","3.8966","3.8235","","1.47%"
"11/08/2017","3.8665","3.8851","3.9020","3.8549","","-0.46%"
"11/09/2017","3.8647","3.8677","3.8824","3.8367","","-0.05%"
"11/10/2017","3.8636","3.8612","3.8818","3.8450","","-0.03%"
"11/13/2017","3.8706","3.8602","3.8892","3.8460","","0.18%"
"11/14/2017","3.8860","3.8685","3.9109","3.8577","","0.40%"
"11/15/2017","3.8811","3.8852","3.9015","3.8690","","-0.13%"
"11/16/2017","3.8629","3.8808","3.8891","3.8485","","-0.47%"
"11/17/2017","3.8773","3.8647","3.9055","3.8513","","0.37%"
"11/20/2017","3.9286","3.8772","3.9300","3.8537","","1.32%"
"11/21/2017","3.9566","3.9289","3.9778","3.9180","","0.71%"
"11/22/2017","3.9184","3.9548","3.9825","3.9115","","-0.97%"
"11/23/2017","3.9201","3.9179","3.9475","3.8960","","0.04%"
"11/24/2017","3.9437","3.9200","3.9576","3.9090","","0.60%"
"11/27/2017","3.9062","3.9498","3.9562","3.8875","","-0.95%"
"11/28/2017","3.9645","3.9059","3.9736","3.9017","","1.49%"
"11/29/2017","3.9613","3.9641","3.9737","3.9400","","-0.08%"
"11/30/2017","3.9190","3.9618","3.9626","3.9030","","-1.07%"
"12/01/2017","3.9131","3.9178","3.9475","3.9059","","-0.15%"
"12/04/2017","3.8742","3.9162","3.9466","3.8621","","-0.99%"
"12/05/2017","3.8444","3.8742","3.8801","3.8375","","-0.77%"
"12/06/2017","3.8506","3.8438","3.8640","3.8385","","0.16%"
"12/07/2017","3.8631","3.8507","3.8740","3.8465","","0.32%"
"12/08/2017","3.8388","3.8594","3.8746","3.8238","","-0.63%"
"12/11/2017","3.8367","3.8387","3.8400","3.8140","","-0.05%"
"12/12/2017","3.8479","3.8380","3.8609","3.8213","","0.29%"
"12/13/2017","3.8119","3.8479","3.8655","3.8083","","-0.94%"
"12/14/2017","3.8869","3.8114","3.8972","3.8076","","1.97%"
"12/15/2017","3.8617","3.8888","3.8902","3.8478","","-0.65%"
"12/18/2017","3.8300","3.8628","3.8706","3.8203","","-0.82%"
"12/19/2017","3.8336","3.8297","3.8455","3.8198","","0.09%"
"12/20/2017","3.8203","3.8331","3.8453","3.8133","","-0.35%"
"12/21/2017","3.8175","3.8193","3.8342","3.8138","","-0.07%"
"12/22/2017","3.8157","3.8182","3.8277","3.8067","","-0.05%"
"12/25/2017","3.8074","3.8097","3.8200","3.7910","","-0.22%"
"12/26/2017","3.8120","3.8091","3.8200","3.7946","","0.12%"
"12/27/2017","3.8156","3.8110","3.8283","3.8020","","0.09%"
"12/28/2017","3.7749","3.8160","3.8255","3.7630","","-1.07%"
"12/29/2017","3.7900","3.7748","3.7975","3.7592","","0.40%"
"01/01/2018","3.7875","3.7855","3.7974","3.7855","","-0.07%"
"01/02/2018","3.7667","3.7920","3.7968","3.7490","","-0.55%"
"01/03/2018","3.7812","3.7660","3.7879","3.7520","","0.38%"
"01/04/2018","3.7480","3.7834","3.7883","3.7440","","-0.88%"
"01/05/2018","3.7367","3.7496","3.7618","3.7275","","-0.30%"
"01/08/2018","3.7443","3.7317","3.7576","3.7297","","0.20%"
"01/09/2018","3.7679","3.7456","3.7801","3.7396","","0.63%"
"01/10/2018","3.7994","3.7675","3.8092","3.7646","","0.84%"
"01/11/2018","3.7741","3.7996","3.8064","3.7670","","-0.67%"
"01/12/2018","3.7482","3.7767","3.7847","3.7438","","-0.69%"
"01/15/2018","3.8007","3.7484","3.8043","3.7429","","1.40%"
"01/16/2018","3.7980","3.8011","3.8358","3.7835","","-0.07%"
"01/17/2018","3.8182","3.7971","3.8339","3.7905","","0.53%"
"01/18/2018","3.7701","3.8161","3.8226","3.7550","","-1.26%"
"01/19/2018","3.8065","3.7708","3.8177","3.7585","","0.97%"
"01/22/2018","3.7750","3.8316","3.8491","3.7695","","-0.83%"
"01/23/2018","3.7673","3.7760","3.8049","3.7638","","-0.20%"
"01/24/2018","3.7384","3.7670","3.7754","3.7298","","-0.77%"
"01/25/2018","3.7525","3.7379","3.7609","3.7126","","0.38%"
"01/26/2018","3.7547","3.7516","3.7661","3.7252","","0.06%"
"01/29/2018","3.7934","3.7539","3.7973","3.7408","","1.03%"
"01/30/2018","3.7810","3.7929","3.8000","3.7584","","-0.33%"
"01/31/2018","3.7555","3.7811","3.7837","3.7441","","-0.67%"
"02/01/2018","3.7315","3.7547","3.7724","3.7260","","-0.64%"
"02/02/2018","3.7735","3.7336","3.7786","3.7290","","1.13%"
"02/05/2018","3.7900","3.7688","3.7920","3.7525","","0.44%"
"02/06/2018","3.7695","3.7895","3.7964","3.7605","","-0.54%"
"02/07/2018","3.8047","3.7697","3.8077","3.7605","","0.93%"
"02/08/2018","3.8216","3.8047","3.8360","3.7885","","0.44%"
"02/09/2018","3.8226","3.8213","3.8456","3.8035","","0.03%"
"02/12/2018","3.7997","3.8209","3.8290","3.7945","","-0.60%"
"02/13/2018","3.8106","3.8002","3.8134","3.7875","","0.29%"
"02/14/2018","3.7824","3.8122","3.8254","3.7778","","-0.74%"
"02/15/2018","3.7644","3.7826","3.7866","3.7619","","-0.48%"
"02/16/2018","3.7474","3.7644","3.7730","3.7345","","-0.45%"
"02/19/2018","3.7573","3.7465","3.7642","3.7418","","0.26%"
"02/20/2018","3.7984","3.7569","3.8136","3.7565","","1.09%"
"02/21/2018","3.7892","3.7972","3.8104","3.7740","","-0.24%"
"02/22/2018","3.7843","3.7867","3.8113","3.7782","","-0.13%"
"02/23/2018","3.7905","3.7845","3.7965","3.7760","","0.16%"
"02/26/2018","3.7864","3.7879","3.7985","3.7729","","-0.11%"
"02/27/2018","3.8155","3.7852","3.8160","3.7780","","0.77%"
"02/28/2018","3.7988","3.8151","3.8169","3.7925","","-0.44%"
"03/01/2018","3.8056","3.7996","3.8210","3.7939","","0.18%"
"03/02/2018","3.8071","3.8057","3.8252","3.7990","","0.04%"
"03/05/2018","3.8084","3.8074","3.8296","3.8038","","0.03%"
"03/06/2018","3.7942","3.8078","3.8131","3.7827","","-0.37%"
"03/07/2018","3.8027","3.7929","3.8098","3.7876","","0.22%"
"03/08/2018","3.8236","3.7994","3.8285","3.7977","","0.55%"
"03/09/2018","3.8111","3.8238","3.8290","3.8000","","-0.33%"
"03/12/2018","3.8438","3.8102","3.8525","3.8037","","0.86%"
"03/13/2018","3.8733","3.8439","3.8754","3.8325","","0.77%"
"03/14/2018","3.8796","3.8731","3.8954","3.8524","","0.16%"
"03/15/2018","3.8956","3.8791","3.9070","3.8721","","0.41%"
"03/16/2018","3.9196","3.8955","3.9266","3.8875","","0.62%"
"03/19/2018","3.9362","3.9119","3.9546","3.9119","","0.42%"
"03/20/2018","3.9339","3.9356","3.9535","3.9180","","-0.06%"
"03/21/2018","3.9085","3.9350","3.9407","3.9062","","-0.65%"
"03/22/2018","3.9343","3.9097","3.9458","3.8969","","0.66%"
"03/23/2018","3.9824","3.9311","4.0356","3.9311","","1.22%"
"03/26/2018","3.9657","3.9803","3.9963","3.9524","","-0.42%"
"03/27/2018","3.9819","3.9657","3.9981","3.9579","","0.41%"
"03/28/2018","4.0103","3.9822","4.0169","3.9772","","0.71%"
"03/29/2018","3.9422","4.0080","4.0163","3.9325","","-1.70%"
"03/30/2018","3.9552","3.9426","3.9613","3.9370","","0.33%"
"04/02/2018","3.9735","3.9542","3.9808","3.9496","","0.46%"
"04/03/2018","3.9887","3.9719","3.9950","3.9670","","0.38%"
"04/04/2018","3.9991","3.9894","4.0290","3.9832","","0.26%"
"04/05/2018","4.0515","3.9970","4.0538","3.9942","","1.31%"
"04/06/2018","4.0449","4.0531","4.0680","4.0263","","-0.16%"
"04/09/2018","4.0737","4.0410","4.0761","4.0315","","0.71%"
"04/10/2018","4.1121","4.0715","4.1393","4.0530","","0.94%"
"04/11/2018","4.1360","4.1120","4.1950","4.1067","","0.58%"
"04/12/2018","4.1102","4.1308","4.1615","4.0813","","-0.62%"
"04/13/2018","4.0969","4.1097","4.1173","4.0650","","-0.32%"
"04/16/2018","4.0963","4.0984","4.1213","4.0865","","-0.01%"
"04/17/2018","4.0976","4.0967","4.1266","4.0697","","0.03%"
"04/18/2018","4.0086","4.0941","4.1086","4.0037","","-2.17%"
"04/19/2018","4.0403","4.0078","4.0500","4.0055","","0.79%"
"04/20/2018","4.0766","4.0398","4.0790","4.0225","","0.90%"
"04/23/2018","4.1080","4.0766","4.1111","4.0614","","0.77%"
"04/24/2018","4.0860","4.1077","4.1144","4.0775","","-0.54%"
"04/25/2018","4.0809","4.0866","4.1116","4.0325","","-0.12%"
"04/26/2018","4.0664","4.0813","4.0863","4.0545","","-0.36%"
"04/27/2018","4.0422","4.0659","4.0800","4.0350","","-0.60%"
"04/30/2018","4.0617","4.0441","4.0740","4.0245","","0.48%"
"05/01/2018","4.1030","4.0610","4.1254","4.0530","","1.02%"
"05/02/2018","4.1771","4.1028","4.1876","4.0886","","1.81%"
"05/03/2018","4.2131","4.1772","4.2450","4.1522","","0.86%"
"05/04/2018","4.2260","4.2153","4.2921","4.2137","","0.31%"
"05/07/2018","4.2669","4.2260","4.2729","4.2210","","0.97%"
"05/08/2018","4.3327","4.2664","4.3382","4.2565","","1.54%"
"05/09/2018","4.2876","4.3290","4.3746","4.2510","","-1.04%"
"05/10/2018","4.2352","4.2871","4.3084","4.2197","","-1.22%"
"05/11/2018","4.3136","4.2347","4.3180","4.2261","","1.85%"
"05/14/2018","4.3674","4.3139","4.3714","4.3000","","1.25%"
"05/15/2018","4.4450","4.3689","4.4770","4.3470","","1.78%"
"05/16/2018","4.4139","4.4430","4.5015","4.3900","","-0.70%"
"05/17/2018","4.4606","4.4110","4.4674","4.4095","","1.06%"
"05/18/2018","4.4917","4.4570","4.5060","4.4365","","0.70%"
"05/21/2018","4.5749","4.4902","4.6000","4.4864","","1.85%"
"05/22/2018","4.6691","4.5744","4.6738","4.5375","","2.06%"
"05/23/2018","4.5762","4.6660","4.9241","4.5395","","-1.99%"
"05/24/2018","4.7073","4.5763","4.8032","4.5380","","2.86%"
"05/25/2018","4.7081","4.7090","4.8030","4.6818","","0.02%"
"05/28/2018","4.5822","4.7130","4.7214","4.5495","","-2.67%"
"05/29/2018","4.5488","4.5770","4.6358","4.5280","","-0.73%"
"05/30/2018","4.4650","4.5483","4.5641","4.4410","","-1.84%"
"05/31/2018","4.5245","4.4590","4.5463","4.4495","","1.33%"
"06/01/2018","4.6508","4.5240","4.6574","4.5140","","2.79%"
"06/04/2018","4.5921","4.6495","4.6791","4.5735","","-1.26%"
"06/05/2018","4.5985","4.5903","4.6337","4.5805","","0.14%"
"06/06/2018","4.5554","4.5980","4.6290","4.5358","","-0.94%"
"06/07/2018","4.4844","4.5537","4.5872","4.4510","","-1.56%"
"06/08/2018","4.4740","4.4800","4.5404","4.4591","","-0.23%"
"06/11/2018","4.5240","4.4774","4.5420","4.4610","","1.12%"
"06/12/2018","4.5976","4.5229","4.5998","4.5191","","1.63%"
"06/13/2018","4.6453","4.5953","4.6995","4.5813","","1.04%"
"06/14/2018","4.7259","4.6319","4.7329","4.5910","","1.74%"
"06/15/2018","4.7301","4.7267","4.7602","4.7073","","0.09%"
"06/18/2018","4.7042","4.7272","4.7458","4.6730","","-0.55%"
"06/19/2018","4.7402","4.7055","4.7763","4.6860","","0.77%"
"06/20/2018","4.7327","4.7319","4.7696","4.7220","","-0.16%"
"06/21/2018","4.7225","4.7312","4.7700","4.7151","","-0.22%"
"06/22/2018","4.6773","4.7185","4.7462","4.6585","","-0.96%"
"06/25/2018","4.6810","4.6600","4.7249","4.5350","","0.08%"
"06/26/2018","4.6155","4.6792","4.7169","4.6045","","-1.40%"
"06/27/2018","4.6225","4.6168","4.6590","4.5895","","0.15%"
"06/28/2018","4.5853","4.6245","4.6535","4.5733","","-0.80%"
"06/29/2018","4.5872","4.5830","4.6111","4.5445","","0.04%"
"07/02/2018","4.6161","4.5908","4.6448","4.5813","","0.63%"
"07/03/2018","4.6705","4.6175","4.6881","4.6080","","1.18%"
"07/04/2018","4.6667","4.6720","4.7234","4.6590","","-0.08%"
"07/05/2018","4.5924","4.6692","4.6890","4.5814","","-1.59%"
"07/06/2018","4.5704","4.5935","4.6198","4.5684","","-0.48%"
"07/09/2018","4.7338","4.5694","4.7488","4.5060","","3.58%"
"07/10/2018","4.7077","4.7358","4.7588","4.6448","","-0.55%"
"07/11/2018","4.8762","4.7035","4.8789","4.6923","","3.58%"
"07/12/2018","4.8552","4.8735","4.9721","4.7792","","-0.43%"
"07/13/2018","4.8552","4.8545","4.8753","4.8066","","0.00%"
"07/16/2018","4.8463","4.8435","4.8680","4.8180","","-0.18%"
"07/17/2018","4.8065","4.8451","4.8606","4.7755","","-0.82%"
"07/18/2018","4.7952","4.8074","4.8474","4.7624","","-0.24%"
"07/19/2018","4.8066","4.7970","4.8453","4.7875","","0.24%"
"07/20/2018","4.7927","4.8065","4.8269","4.7630","","-0.29%"
"07/23/2018","4.7395","4.7939","4.7970","4.7305","","-1.11%"
"07/24/2018","4.8861","4.7415","4.9403","4.7345","","3.09%"
"07/25/2018","4.7728","4.8883","4.8924","4.7728","","-2.32%"
"07/26/2018","4.8649","4.7705","4.8845","4.7660","","1.93%"
"07/27/2018","4.8529","4.8644","4.8830","4.8340","","-0.25%"
"07/30/2018","4.8823","4.8459","4.9104","4.8407","","0.61%"
"07/31/2018","4.9142","4.8845","4.9324","4.8734","","0.65%"
"08/01/2018","4.9950","4.9137","5.0183","4.9087","","1.64%"
"08/02/2018","5.0660","4.9924","5.0944","4.9591","","1.42%"
"08/03/2018","5.0815","5.0655","5.1135","5.0528","","0.31%"
"08/06/2018","5.3301","5.0798","5.4265","5.0798","","4.89%"
"08/07/2018","5.2443","5.3275","5.3696","5.1725","","-1.61%"
"08/08/2018","5.2800","5.2310","5.3112","5.2200","","0.68%"
"08/09/2018","5.5457","5.2840","5.5720","5.2777","","5.03%"
"08/10/2018","6.4275","5.5450","6.8020","5.5300","","15.90%"
"08/13/2018","6.8834","6.4362","7.2393","6.4362","","7.09%"
"08/14/2018","6.3544","6.8868","6.9668","6.2804","","-7.69%"
"08/15/2018","5.9905","6.3401","6.5955","5.8600","","-5.73%"
"08/16/2018","5.8270","5.9280","6.0410","5.6675","","-2.73%"
"08/17/2018","6.0140","5.8200","6.3416","5.7180","","3.21%"
"08/20/2018","6.0808","6.0280","6.2000","5.9520","","1.11%"
"08/21/2018","6.0757","6.1054","6.1797","6.0170","","-0.08%"
"08/22/2018","6.0512","6.0718","6.1369","6.0219","","-0.40%"
"08/23/2018","6.1247","6.0564","6.1909","6.0276","","1.21%"
"08/24/2018","6.0068","6.0968","6.1357","5.9811","","-1.92%"
"08/27/2018","6.1217","6.0058","6.2978","5.9629","","1.91%"
"08/28/2018","6.2730","6.1456","6.3130","6.1075","","2.47%"
"08/29/2018","6.4752","6.3026","6.5138","6.2447","","3.22%"
"08/30/2018","6.6519","6.4520","6.8350","6.4021","","2.73%"
"08/31/2018","6.5380","6.6740","6.8125","6.3765","","-1.71%"
"09/03/2018","6.6340","6.5299","6.7324","6.4890","","1.47%"
"09/04/2018","6.6711","6.6200","6.7251","6.5654","","0.56%"
"09/05/2018","6.6012","6.6753","6.7418","6.5790","","-1.05%"
"09/06/2018","6.5827","6.6105","6.6589","6.5339","","-0.28%"
"09/07/2018","6.3970","6.5810","6.6201","6.3615","","-2.82%"
"09/10/2018","6.4616","6.3960","6.5071","6.3793","","1.01%"
"09/11/2018","6.4301","6.4705","6.5002","6.4133","","-0.49%"
"09/12/2018","6.3420","6.4270","6.4821","6.3110","","-1.37%"
"09/13/2018","6.0812","6.3549","6.5653","5.9989","","-4.11%"
"09/14/2018","6.1703","6.0640","6.1911","5.9820","","1.47%"
"09/17/2018","6.3144","6.1809","6.3292","6.1363","","2.34%"
"09/18/2018","6.3846","6.3258","6.4803","6.3064","","1.11%"
"09/19/2018","6.2493","6.3887","6.4205","6.2119","","-2.12%"
"09/20/2018","6.1960","6.2639","6.3907","6.1180","","-0.85%"
"09/21/2018","6.2937","6.2006","6.3071","6.1790","","1.58%"
"09/24/2018","6.1524","6.2422","6.3361","6.0348","","-2.25%"
"09/25/2018","6.1618","6.1320","6.2244","6.0370","","0.15%"
"09/26/2018","6.1070","6.1570","6.2171","6.0520","","-0.89%"
"09/27/2018","6.0080","6.1218","6.1499","5.9460","","-1.62%"
"09/28/2018","6.0560","6.0093","6.0942","5.9320","","0.80%"
"10/01/2018","5.9360","6.0670","6.0792","5.8870","","-1.98%"
"10/02/2018","5.9846","5.9315","6.0594","5.9005","","0.82%"
"10/03/2018","6.0458","5.9730","6.0931","5.9530","","1.02%"
"10/04/2018","6.1627","6.0390","6.2332","6.0339","","1.93%"
"10/05/2018","6.1333","6.1520","6.2123","6.0700","","-0.48%"
"10/08/2018","6.1106","6.1380","6.1948","6.0908","","-0.37%"
"10/09/2018","6.1011","6.1064","6.1604","6.0610","","-0.16%"
"10/10/2018","6.0760","6.1042","6.1357","5.9971","","-0.41%"
"10/11/2018","5.9258","6.0720","6.0849","5.8945","","-2.47%"
"10/12/2018","5.8721","5.9253","5.9845","5.8068","","-0.91%"
"10/15/2018","5.7867","5.8698","5.9051","5.7424","","-1.45%"
"10/16/2018","5.6855","5.7896","5.8115","5.6623","","-1.75%"
"10/17/2018","5.5835","5.6815","5.7207","5.5285","","-1.79%"
"10/18/2018","5.6425","5.5765","5.6831","5.5093","","1.06%"
"10/19/2018","5.6425","5.6345","5.7005","5.5800","","0.00%"
"10/22/2018","5.6689","5.6521","5.6958","5.6145","","0.47%"
"10/23/2018","5.7370","5.6683","5.8780","5.6650","","1.20%"
"10/24/2018","5.7023","5.7469","5.7784","5.6531","","-0.60%"
"10/25/2018","5.6345","5.7041","5.7417","5.6122","","-1.19%"
"10/26/2018","5.5929","5.6353","5.6578","5.5626","","-0.74%"
"10/29/2018","5.5611","5.5969","5.6037","5.5072","","-0.57%"
"10/30/2018","5.4746","5.5677","5.5692","5.4608","","-1.56%"
"10/31/2018","5.5835","5.4680","5.6322","5.4612","","1.99%"
"11/01/2018","5.5118","5.5867","5.6525","5.5013","","-1.28%"
"11/02/2018","5.4296","5.5085","5.5279","5.3980","","-1.49%"
"11/05/2018","5.3134","5.4296","5.4755","5.2990","","-2.14%"
"11/06/2018","5.3560","5.3129","5.4181","5.2940","","0.80%"
"11/07/2018","5.3612","5.3621","5.4179","5.3175","","0.10%"
"11/08/2018","5.4583","5.3569","5.4762","5.3540","","1.81%"
"11/09/2018","5.4606","5.4500","5.5421","5.4285","","0.04%"
"11/12/2018","5.4686","5.4678","5.5238","5.4231","","0.15%"
"11/13/2018","5.4776","5.4646","5.5299","5.4410","","0.16%"
"11/14/2018","5.4624","5.4827","5.5013","5.4456","","-0.28%"
"11/15/2018","5.3481","5.4610","5.4715","5.3024","","-2.09%"
"11/16/2018","5.3318","5.3482","5.3951","5.3033","","-0.30%"
"11/19/2018","5.3075","5.3397","5.3734","5.2950","","-0.46%"
"11/20/2018","5.3776","5.2995","5.4387","5.2970","","1.32%"
"11/21/2018","5.3080","5.3768","5.4008","5.2787","","-1.29%"
"11/22/2018","5.2960","5.3121","5.3517","5.2730","","-0.23%"
"11/23/2018","5.2875","5.2870","5.3121","5.2520","","-0.16%"
"11/26/2018","5.2477","5.2877","5.3009","5.2110","","-0.75%"
"11/27/2018","5.2716","5.2472","5.3003","5.2153","","0.46%"
"11/28/2018","5.2219","5.2789","5.2829","5.2097","","-0.94%"
"11/29/2018","5.1631","5.2311","5.2389","5.1322","","-1.13%"
"11/30/2018","5.2128","5.1625","5.2571","5.1350","","0.96%"
"12/03/2018","5.2501","5.2207","5.2939","5.1448","","0.72%"
"12/04/2018","5.3875","5.2550","5.4623","5.2332","","2.62%"
"12/05/2018","5.3262","5.3833","5.4528","5.3020","","-1.14%"
"12/06/2018","5.3386","5.3258","5.4050","5.3176","","0.23%"
"12/07/2018","5.3029","5.3308","5.3518","5.2490","","-0.67%"
"12/10/2018","5.3248","5.2993","5.3580","5.2666","","0.41%"
"12/11/2018","5.3653","5.3189","5.4045","5.3010","","0.76%"
"12/12/2018","5.3482","5.3703","5.4016","5.3309","","-0.32%"
"12/13/2018","5.3392","5.3520","5.3917","5.2990","","-0.17%"
"12/14/2018","5.3635","5.3352","5.4219","5.3301","","0.46%"
"12/17/2018","5.3686","5.3639","5.3973","5.3570","","0.10%"
"12/18/2018","5.3450","5.3697","5.3902","5.3250","","-0.44%"
"12/19/2018","5.2860","5.3430","5.3551","5.1968","","-1.10%"
"12/20/2018","5.2649","5.2929","5.3303","5.2255","","-0.40%"
"12/21/2018","5.3181","5.2619","5.3213","5.2300","","1.01%"
"12/24/2018","5.2890","5.3197","5.3251","5.2762","","-0.55%"
"12/25/2018","5.3101","5.3003","5.3560","5.2901","","0.40%"
"12/26/2018","5.2766","5.2965","5.3088","5.2703","","-0.63%"
"12/27/2018","5.2850","5.2749","5.3073","5.2644","","0.16%"
"12/28/2018","5.2725","5.2850","5.3008","5.2430","","-0.24%"
"12/31/2018","5.2887","5.2725","5.3220","5.2530","","0.31%"
"01/01/2019","5.2933","5.2896","5.2933","5.2540","","0.09%"
"01/02/2019","5.4003","5.3010","5.4215","5.2737","","2.02%"
"01/03/2019","5.4664","5.4002","5.8300","5.3857","","1.22%"
"01/04/2019","5.3311","5.4587","5.4778","5.3058","","-2.48%"
"01/07/2019","5.3848","5.3362","5.4153","5.3171","","1.01%"
"01/08/2019","5.4811","5.3814","5.5155","5.3740","","1.79%"
"01/09/2019","5.4768","5.4805","5.5486","5.4375","","-0.08%"
"01/10/2019","5.4168","5.4801","5.5083","5.3975","","-1.10%"
"01/11/2019","5.4550","5.4196","5.5055","5.4000","","0.71%"
"01/14/2019","5.4447","5.4630","5.5534","5.4310","","-0.19%"
"01/15/2019","5.4466","5.4461","5.4715","5.4219","","0.03%"
"01/16/2019","5.3363","5.4500","5.4559","5.3263","","-2.03%"
"01/17/2019","5.3480","5.3326","5.3921","5.3321","","0.22%"
"01/18/2019","5.3283","5.3426","5.3777","5.3152","","-0.37%"
"01/21/2019","5.3247","5.3258","5.3589","5.3144","","-0.07%"
"01/22/2019","5.3436","5.3265","5.3731","5.3216","","0.35%"
"01/23/2019","5.2860","5.3397","5.3578","5.2727","","-1.08%"
"01/24/2019","5.2651","5.2849","5.3017","5.2446","","-0.40%"
"01/25/2019","5.2688","5.2615","5.2926","5.2455","","0.07%"
"01/28/2019","5.3279","5.2585","5.3432","5.2432","","1.12%"
"01/29/2019","5.3098","5.3238","5.3647","5.2963","","-0.34%"
"01/30/2019","5.2252","5.3095","5.3253","5.2090","","-1.59%"
"01/31/2019","5.1645","5.2265","5.2462","5.1589","","-1.16%"
"02/01/2019","5.2084","5.1585","5.2308","5.1585","","0.85%"
"02/04/2019","5.2182","5.2031","5.2444","5.2001","","0.19%"
"02/05/2019","5.1985","5.2217","5.2259","5.1790","","-0.38%"
"02/06/2019","5.2168","5.2014","5.2414","5.1977","","0.35%"
"02/07/2019","5.2668","5.2176","5.2970","5.2085","","0.96%"
"02/08/2019","5.2474","5.2643","5.2781","5.2220","","-0.37%"
"02/11/2019","5.2780","5.2499","5.2929","5.2357","","0.58%"
"02/12/2019","5.2516","5.2787","5.2938","5.2470","","-0.50%"
"02/13/2019","5.2850","5.2538","5.2985","5.2352","","0.64%"
"02/14/2019","5.2729","5.2830","5.3253","5.2572","","-0.23%"
"02/15/2019","5.2714","5.2704","5.3111","5.2430","","-0.03%"
"02/18/2019","5.3083","5.2817","5.3231","5.2762","","0.70%"
"02/19/2019","5.2828","5.2931","5.3246","5.2786","","-0.48%"
"02/20/2019","5.3244","5.2838","5.3322","5.2748","","0.79%"
"02/21/2019","5.3214","5.3288","5.3455","5.2982","","-0.06%"
"02/22/2019","5.3186","5.3159","5.3414","5.3010","","-0.05%"
"02/25/2019","5.3026","5.3198","5.3284","5.2912","","-0.30%"
"02/26/2019","5.3066","5.3051","5.3215","5.2876","","0.08%"
"02/27/2019","5.3136","5.3050","5.3251","5.2807","","0.13%"
"02/28/2019","5.3371","5.3080","5.3427","5.3040","","0.44%"
"03/01/2019","5.3742","5.3371","5.4054","5.3265","","0.70%"
"03/04/2019","5.3769","5.3777","5.4040","5.3632","","0.05%"
"03/05/2019","5.3870","5.3718","5.4038","5.3593","","0.19%"
"03/06/2019","5.4288","5.3868","5.4474","5.3585","","0.78%"
"03/07/2019","5.4712","5.4267","5.4810","5.4170","","0.78%"
"03/08/2019","5.4303","5.4741","5.4917","5.4200","","-0.75%"
"03/11/2019","5.4455","5.4270","5.4616","5.4210","","0.28%"
"03/12/2019","5.4572","5.4442","5.4672","5.4215","","0.21%"
